Date,GOOGL,FB,NFLX,AMZN,BBBY,COST,DLTR,FOX,Gold,PEP
2016-03-22,760.049988,112.25,99.839996,560.47998,48.493401,142.971359,79.010002,27.298706,89.51593,95.20475
2016-03-23,757.559998,112.540001,99.589996,569.630005,47.807125,144.173477,78.959999,27.288958,85.414116,95.242523
2016-03-24,754.840027,113.050003,98.360001,582.950012,47.749134,142.220016,78.519997,27.318205,86.958328,95.119713
2016-03-28,753.280029,113.690002,101.209999,579.869995,47.555817,143.384598,80.839996,27.288958,86.678436,95.403145
2016-03-29,765.890015,116.139999,104.129997,593.859985,47.874786,145.817078,81.349998,27.464451,89.853722,95.771614
2016-03-30,768.340027,114.699997,102.190002,598.690002,47.932789,148.014786,83.199997,27.493698,87.769043,97.0187
2016-03-31,762.900024,114.099998,102.230003,593.640015,47.981117,147.995972,82.459999,27.493698,87.64357,96.820297
2016-04-01,769.669983,116.059998,105.699997,598.5,47.85545,148.625229,83.309998,28.390657,87.382988,98.0485
2016-04-04,765.119995,112.550003,104.349998,593.190002,47.623482,148.136841,82.540001,28.283411,85.114937,98.086296
2016-04-05,758.570007,112.220001,104.940002,586.140015,47.420498,146.502716,80.400002,28.078669,86.900429,97.406067
2016-04-06,768.070007,113.709999,104.830002,602.080017,47.178852,147.235214,80.959999,28.624645,87.093452,98.180771
2016-04-07,760.119995,113.639999,104.449997,591.429993,47.333504,142.783539,80.639999,28.098169,89.207085,97.878441
2016-04-08,759.469971,110.629997,103.809998,594.599976,45.419674,142.426651,79.660004,28.05917,90.789902,99.276703
2016-04-11,757.539978,108.989998,102.68,595.929993,44.849392,139.984787,78.910004,27.961676,92.884232,98.539787
2016-04-12,764.320007,110.610001,106.980003,603.169983,45.564659,141.365387,80.160004,28.683142,94.553909,99.116096
2016-04-13,771.909973,110.510002,109.650002,614.820007,46.318588,142.642685,80.43,29.13162,91.301422,98.369736
2016-04-14,775.390015,110.839996,110.419998,620.75,46.241264,142.191849,80.25,29.043877,89.00441,97.462746
2016-04-15,780,109.639999,111.510002,625.890015,46.434586,143.854187,81.75,29.092623,91.233864,98.03904
2016-04-18,787.679993,110.449997,108.400002,635.349976,46.299263,143.976288,82.559998,29.326612,89.805473,97.991814
2016-04-19,776.25,112.290001,94.339996,627.900024,46.415253,144.33316,82.720001,29.287615,93.000053,98.558678
2016-04-20,774.919983,112.419998,96.769997,632.98999,46.985531,143.450333,81.82,29.219366,89.554535,96.782524
2016-04-21,780,113.440002,94.980003,631,47.13052,142.210617,81.900002,29.336361,90.838158,95.412582
2016-04-22,737.77002,110.559998,95.900002,620.5,47.497822,140.801865,80.949997,29.979832,90.017799,96.347923
2016-04-25,742.210022,110.099998,93.559998,626.200012,46.598904,142.295151,80.919998,30.155321,88.212997,97.122627
2016-04-26,725.369995,108.760002,92.43,616.880005,47.671803,143.318878,82.050003,30.096827,89.371155,96.933678
2016-04-27,721.460022,108.889999,91.040001,606.570007,48.416073,142.960922,82.07,30.009079,90.056396,96.962021
2016-04-28,705.059998,116.730003,90.279999,602,46.627899,142.650055,80.07,29.804338,91.870857,97.283241
2016-04-29,707.880005,117.580002,90.029999,659.590027,45.641983,139.532181,79.709999,29.365608,96.995697,97.273788
2016-05-02,714.409973,118.57,93.110001,683.849976,44.994377,142.169662,80.879997,29.482603,96.204285,97.717834
2016-05-03,708.440002,117.43,91.540001,671.320007,44.530415,142.621811,80.610001,28.946381,92.324471,97.840652
2016-05-04,711.369995,118.059998,90.790001,670.900024,44.250103,142.716003,80.610001,28.839132,82.316048,98.275238
2016-05-05,714.710022,117.809998,89.370003,659.090027,43.853806,139.259018,80.620003,29.073122,81.775581,98.454765
2016-05-06,725.179993,119.489998,90.839996,673.950012,43.747478,137.940277,81.190002,28.780638,86.330994,99.163345
2016-05-09,729.130005,119.239998,90.540001,679.75,43.795818,139.965485,82.110001,28.663643,82.383606,99.465668
2016-05-10,739.380005,120.5,92.889999,703.070007,44.211441,140.879196,81.690002,29.268116,84.352478,100.684418
2016-05-11,730.549988,119.519997,90.019997,713.22998,42.152626,138.580826,79.029999,28.848885,86.755646,99.881363
2016-05-12,728.070007,120.279999,87.739998,717.929993,41.804657,138.204025,80.290001,28.614897,85.694008,100.240364
2016-05-13,724.830017,119.809998,87.879997,709.919983,40.876736,136.112885,77.629997,28.50765,85.259697,98.426422
2016-05-16,730.299988,118.669998,89.120003,710.659973,41.408352,137.327988,80.029999,28.400406,87.817291,98.379166
2016-05-17,720.190002,117.349998,88.629997,695.27002,41.601677,135.265137,77.510002,28.10792,88.57975,96.716377
2016-05-18,721.780029,117.650002,90.5,697.450012,40.596432,133.089203,75.330002,27.766684,84.516548,95.337006
2016-05-19,715.309998,116.809998,89.550003,698.52002,40.818745,134.417343,76.910004,27.542446,85.240402,95.73381
2016-05-20,721.710022,117.349998,92.489998,702.799988,41.244034,134.407944,76.889999,27.747187,86.205528,94.571739
2016-05-23,717.25,115.970001,94.889999,696.75,41.099049,133.767395,75.559998,27.727688,85.047379,94.874062
2016-05-24,733.030029,117.699997,97.889999,704.200012,41.630669,134.294907,77.529999,28.117668,81.852783,95.507065
2016-05-25,738.099976,117.889999,100.199997,708.349976,43.061211,136.150543,78.360001,28.468653,82.972336,95.507065
2016-05-26,736.929993,119.470001,102.809998,714.909973,42.510262,141.020493,88.370003,28.244411,83.097801,96.272331
2016-05-27,747.599976,119.379997,103.300003,712.23999,43.041882,140.427048,88.940002,28.527147,80.598114,96.329018
2016-05-31,748.849976,118.809998,102.57,722.789978,43.254524,140.135056,90.540001,28.50765,81.370216,95.582642
2016-06-01,748.460022,118.779999,101.510002,719.440002,43.032215,143.667374,90.809998,28.956131,81.736977,96.679657
2016-06-02,744.27002,118.93,101.25,728.23999,43.438175,142.716003,91.050003,29.112123,81.901047,97.088966
2016-06-03,735.859985,118.470001,99.589996,725.539978,42.96455,142.904404,91.080002,28.858635,88.811378,97.593437
2016-06-06,730.059998,118.790001,100.739998,726.72998,43.815147,143.403641,90.620003,28.985378,88.917542,97.755249
2016-06-07,731.090027,117.760002,99.889999,723.73999,43.902134,143.761581,91.25,28.936628,87.547058,97.555374
2016-06-08,742.929993,118.389999,97.860001,726.640015,44.008457,144.468063,91.57,28.946381,91.513748,98.212135
2016-06-09,742.52002,118.559998,97.089996,727.650024,42.529594,145.108582,91.970001,28.673393,92.768425,98.669037
2016-06-10,733.190002,116.620003,93.75,717.909973,42.075298,145.880981,91.339996,28.26391,91.426895,98.335884
2016-06-13,731.880005,113.949997,93.849998,715.23999,41.563007,145.956345,90.169998,28.351656,91.359337,98.097923
2016-06-14,733.25,114.940002,94.120003,719.299988,41.37936,146.822968,90.050003,28.25416,89.081627,98.259735
2016-06-15,732.190002,114.599998,94.290001,714.26001,41.62656,145.871567,91.050003,28.244411,92.527145,97.907547
2016-06-16,724.25,114.389999,95.440002,717.51001,41.151546,147.341019,91.839996,28.293161,91.262817,98.849876
2016-06-17,704.25,113.019997,94.449997,706.390015,42.508724,146.841782,91.580002,27.981176,91.562012,98.431076
2016-06-20,706.130005,113.370003,93.800003,714.01001,42.721992,147.397522,92.480003,28.215164,92.295502,98.39299
2016-06-21,708.880005,114.379997,90.989998,715.820007,42.004627,148.075745,92.629997,27.87393,90.838158,99.068817
2016-06-22,710.469971,113.910004,90.010002,710.599976,41.859219,148.942337,91.919998,27.951925,91.948059,98.745171
2016-06-23,714.869995,115.080002,91.660004,722.080017,42.489342,147.915604,92.379997,28.25416,91.590965,99.411476
2016-06-24,685.200012,112.080002,88.440002,698.960022,41.985245,146.53093,91.889999,26.089766,97.642334,97.069923
2016-06-27,681.140015,108.970001,85.330002,691.359985,40.579597,145.306412,92.559998,25.602287,103.172539,97.2127
2016-06-28,691.26001,112.699997,87.970001,707.950012,41.287262,146.568588,92.309998,25.953272,101.840652,97.222214
2016-06-29,695.190002,114.160004,91.059998,715.599976,41.587788,147.962723,94.419998,26.391998,103.906044,98.155037
2016-06-30,703.530029,114.279999,91.480003,715.619995,41.897999,147.925003,94.239998,26.567493,108.133316,100.839264
2016-07-01,710.25,114.190002,96.669998,725.679993,42.237289,147.049011,93.779999,26.82098,113.509094,100.544174
2016-07-05,704.890015,114.199997,97.910004,728.099976,40.967354,146.238937,94.980003,26.206757,118.199631,101.296143
2016-07-06,708.969971,116.699997,94.599998,737.609985,42.217899,146.954819,94.860001,26.44075,121.037125,100.820213
2016-07-07,707.26001,115.849998,95.099998,736.570007,42.062794,154.198471,94.629997,26.577242,114.927834,102.314621
2016-07-08,717.780029,117.239998,97.059998,745.809998,43.100063,155.837479,95.080002,27.298706,118.054863,103.057068
2016-07-11,727.200012,117.870003,94.669998,753.780029,43.768955,157.043182,94.870003,27.386454,119.280571,103.66626
2016-07-12,732.51001,117.93,95.970001,748.210022,44.428162,156.628738,94.440002,27.376703,114.030266,103.552032
2016-07-13,729.47998,116.779999,96.43,742.630005,43.662323,157.099701,94.360001,27.698439,116.105301,104.618111
2016-07-14,735.799988,117.290001,98.019997,741.200012,43.575077,157.250412,95,27.903179,114.75412,104.665703
2016-07-15,735.630005,116.860001,98.389999,735.440002,43.012817,156.751175,94.339996,27.87393,113.016869,104.38015
2016-07-18,753.200012,119.370003,98.809998,736.070007,42.98373,157.787338,95.730003,27.864182,113.943398,103.95182
2016-07-19,753.409973,120.610001,85.839996,739.950012,42.867405,158.361923,95.360001,27.737438,113.084427,104.256401
2016-07-20,757.080017,121.919998,87.910004,745.719971,43.080677,158.286545,95.449997,27.103716,109.088791,103.675781
2016-07-21,754.409973,120.610001,85.989998,744.429993,42.770466,157.354034,94.660004,27.025721,111.19278,103.352158
2016-07-22,759.280029,121,85.889999,744.859985,43.119453,157.749649,96.129997,27.074469,111.829765,103.932785
2016-07-25,757.52002,121.629997,87.660004,739.609985,42.857712,158.220642,96.389999,26.762482,108.046448,103.770966
2016-07-26,757.650024,121.220001,91.410004,735.590027,43.100063,157.843842,96.650002,26.713736,109.735428,102.990448
2016-07-27,761.969971,123.339996,92.040001,736.669983,42.595974,156.506256,95.720001,26.742985,111.762207,102.305107
2016-07-28,765.840027,125,91.650002,752.609985,42.721992,156.694656,96.120003,26.391998,112.4571,102.923805
2016-07-29,791.340027,123.940002,91.25,758.809998,43.575077,157.514175,96.290001,26.353001,113.509094,103.675781
2016-08-01,800.940002,124.309998,94.370003,767.73999,43.672016,157.834427,97.099998,26.460247,114.75412,103.685295
2016-08-02,800.119995,123.089996,93.559998,760.580017,42.24699,156.835953,96.230003,26.362751,115.651688,103.485413
2016-08-03,798.919983,122.510002,93.099998,754.640015,42.373005,156.477997,96.769997,26.733234,114.734802,102.83815
2016-08-04,797.25,124.360001,93.440002,760.77002,42.08218,156.883057,96.07,25.553537,109.291466,103.199852
2016-08-05,806.929993,125.150002,97.029999,765.97998,43.439365,157.966293,97.019997,25.777781,105.672218,103.428299
2016-08-08,805.22998,125.260002,95.110001,766.559998,43.58477,157.683701,95.900002,25.57304,105.324776,102.933334
2016-08-09,807.47998,125.059998,93.989998,768.309998,43.187317,158.117004,95.949997,25.524292,106.63736,103.066597
2016-08-10,808.48999,124.879997,93.93,768.559998,42.789852,158.948151,98.120003,25.524292,107.226089,103.580597
2016-08-11,808.200012,124.900002,95.889999,771.23999,44.331223,158.560944,97.370003,25.972771,106.753174,103.256958
2016-08-12,807.049988,124.879997,96.589996,772.559998,44.718987,159.656509,96.279999,25.904522,105.305481,103.361664
2016-08-15,805.960022,123.900002,95.309998,768.48999,45.077667,159.363724,96.260002,25.641285,105.421303,103.485413
2016-08-16,801.190002,123.300003,95.120003,764.039978,44.447548,159.061493,95.510002,25.475544,107.235741,102.800064
2016-08-17,805.419983,124.370003,96.370003,764.630005,43.836819,158.636505,95.489998,25.53404,105.517807,103.247444
2016-08-18,802.75,123.910004,96.160004,764.460022,44.205193,158.438156,95.860001,25.173307,106.280266,103.066597
2016-08-19,799.650024,123.559998,95.870003,757.309998,44.09856,158.693146,95.57,25.163559,104.813255,102.961891
2016-08-22,796.950012,124.150002,95.260002,759.47998,43.60416,158.617599,95.760002,25.066061,102.120544,102.761993
2016-08-23,796.590027,124.370003,95.940002,762.450012,44.408772,158.069778,95.510002,24.812576,101.30983,102.685844
2016-08-24,793.599976,123.480003,95.18,757.25,44.457241,158.268112,94.93,24.70533,95.808578,102.904778
2016-08-25,791.299988,123.889999,97.32,759.219971,44.941952,155.708572,85.5,24.47134,96.156036,102.685844
2016-08-26,793.219971,124.959999,97.580002,769,44.059788,154.83017,85.5,24.373846,95.634857,102.27655
2016-08-29,795.820007,126.540001,97.300003,771.289978,44.273052,154.877411,85.529999,24.422592,95.586609,102.790558
2016-08-30,791.919983,125.839996,97.449997,767.580017,44.563881,152.969559,84.110001,24.227604,91.108398,102.048103
2016-08-31,789.849976,126.120003,97.449997,769.159973,44.951641,153.092316,82.699997,24.227604,90.384544,102.328491
2016-09-01,791.400024,126.169998,97.379997,770.619995,44.486328,147.538742,83.18,24.130106,93.13517,102.84613
2016-09-02,796.869995,126.510002,97.379997,772.440002,44.777145,149.210464,83.110001,24.130106,96.339401,103.402107
2016-09-06,808.02002,129.729996,100.089996,788.869995,44.815926,149.286041,83.279999,24.091108,100.566681,103.45002
2016-09-07,807.98999,131.050003,99.150002,784.47998,44.932251,147.000366,82.5,23.944864,100.421913,102.769432
2016-09-08,802.840027,130.270004,99.660004,784.059998,44.001617,144.950836,81.839996,24.412844,97.970482,102.453102
2016-09-09,788.47998,127.099998,96.5,760.140015,42.150043,142.334579,81.629997,23.515888,94.331932,99.740326
2016-09-12,798.820007,128.690002,99.050003,771.48999,42.508724,143.269638,82.379997,24.223131,96.793022,101.628731
2016-09-13,788.719971,127.209999,96.089996,761.01001,41.946465,142.372375,80.18,23.77128,93.386108,100.25795
2016-09-14,790.460022,127.769997,97.010002,761.090027,41.737442,142.325134,81.449997,23.761457,94.100296,100.698906
2016-09-15,801.22998,128.350006,97.339996,769.690002,41.902714,144.195236,81.989998,23.889153,93.675644,101.111107
2016-09-16,797.969971,129.070007,99.480003,778.52002,41.999939,143.893005,81.099998,23.849863,93.115875,100.919373
2016-09-19,795.390015,128.649994,98.059998,775.099976,42.136047,143.36409,80.220001,23.859686,94.939972,101.293221
2016-09-20,799.780029,128.639999,98.25,780.219971,41.854103,143.722992,79.699997,23.810572,94.418793,101.897133
2016-09-21,805.030029,129.940002,94.879997,789.73999,41.912437,144.223541,79.889999,23.869509,98.868057,102.692749
2016-09-22,815.950012,130.080002,95.830002,804.700012,42.223549,144.64859,80.07,24.301712,100.373657,103.354172
2016-09-23,814.960022,127.959999,95.940002,805.75,42.291607,144.063019,80.089996,24.056145,97.565125,102.894051
2016-09-26,802.650024,127.309998,94.559998,799.159973,41.037437,142.797409,80,23.879332,97.314194,102.596901
2016-09-27,810.72998,128.690002,97.07,816.109985,40.988831,142.09845,80.459999,24.360649,96.93779,103.037842
2016-09-28,810.059998,129.229996,97.480003,828.719971,41.115215,141.116226,79.400002,24.449057,99.56295,102.932396
2016-09-29,802.640015,128.089996,96.669998,829.049988,41.008274,139.302795,77.360001,24.18384,98.636414,103.296661
2016-09-30,804.059998,128.270004,98.550003,837.309998,41.912437,144.044113,78.93,24.301712,96.580688,104.264824
2016-10-03,800.380005,128.770004,102.629997,836.73999,41.795773,142.627365,79.529999,24.724096,95.789284,103.766357
2016-10-04,802.789978,128.190002,102.339996,834.030029,42.777718,142.126816,76.43,24.704451,87.40229,102.663994
2016-10-05,801.22998,128.470001,106.279999,844.359985,43.555492,141.654556,75.120003,24.566931,87.431244,101.619141
2016-10-06,803.080017,128.740005,105.07,841.659973,43.808273,141.172852,78.089996,24.468702,84.20771,101.992989
2016-10-07,800.710022,128.990005,104.82,839.429993,43.108269,141.664001,77.970001,24.242775,85.172836,101.59996
2016-10-10,814.169983,130.240005,103.330002,841.710022,42.70966,141.937897,77.919998,24.566931,83.927818,101.820442
2016-10-11,809.570007,128.880005,100.589996,831,41.348549,142.627365,77.239998,24.39012,80.964867,101.197357
2016-10-12,811.77002,129.050003,99.5,834.090027,41.474937,142.10791,77.470001,24.32136,81.74662,101.686249
2016-10-13,804.080017,127.82,100.230003,829.280029,40.502724,141.881226,78.230003,24.32136,83.049545,101.53286
2016-10-14,804.599976,127.879997,101.470001,822.960022,40.045776,141.81514,77.089996,24.419588,80.144501,102.405174
2016-10-17,806.840027,127.540001,99.800003,812.950012,39.297165,140.445633,76.440002,24.35083,80.90696,102.424347
2016-10-18,821.48999,128.570007,118.790001,817.650024,39.122166,140.83284,76.25,24.625866,83.551414,102.52021
2016-10-19,826.840027,130.110001,121.870003,817.690002,39.170776,141.153976,76.760002,24.871439,83.937469,101.858795
2016-10-20,821.630005,130,123.349998,810.320007,39.180496,141.711212,75.870003,24.910728,83.898865,101.484947
2016-10-21,824.059998,132.070007,127.5,818.98999,39.326328,140.700623,75.709999,25.450985,83.908516,101.2453
2016-10-24,835.73999,133.279999,127.330002,838.090027,39.841606,143.675766,75.970001,25.215237,82.566986,102.865295
2016-10-25,828.549988,132.289993,126.510002,835.179993,39.588829,142.608521,75.82,25.254528,84.169098,102.78862
2016-10-26,822.099976,131.039993,126.970001,822.590027,39.443001,142.599045,76.800003,26.05018,82.788956,102.635239
2016-10-27,817.349976,129.690002,126.470001,818.359985,39.015221,142.485703,74.449997,25.775141,82.383606,102.213455
2016-10-28,819.559998,131.289993,126.57,776.320007,39.248554,141.446762,75.209999,25.775141,82.856514,102.635239
2016-10-31,809.900024,130.990005,124.870003,789.820007,39.297165,139.661682,75.550003,25.922482,85.636101,102.759857
2016-11-01,805.47998,129.5,123.300003,785.409973,38.869392,138.51886,74.879997,25.726027,86.7267,102.290146
2016-11-02,788.419983,127.169998,122.339996,765.559998,38.276333,138.575714,75.360001,25.293821,86.89077,102.290146
2016-11-03,782.190002,120,122.139999,767.030029,38.188831,136.85144,74.07,27.042288,84.931557,102.213455
2016-11-04,781.099976,120.75,122.029999,755.049988,37.595776,134.75769,73.620003,26.217167,82.895126,101.427422
2016-11-07,802.030029,122.150002,124.580002,784.929993,38.509663,135.989319,75.540001,26.708311,80.984169,102.529785
2016-11-08,811.97998,124.220001,124.339996,787.75,38.606888,138.405167,75.809998,26.600258,80.791138,104.216904
2016-11-09,805.590027,123.18,122.190002,771.880005,40.016605,139.068344,76.040001,26.845829,83.213623,102.807777
2016-11-10,780.289978,120.800003,115.419998,742.380005,42.49577,138.983063,77.199997,26.678841,74.82663,98.973457
2016-11-11,771.75,119.019997,114.779999,739.01001,42.680496,141.503159,77.809998,26.521675,71.101227,98.915947
2016-11-14,753.219971,115.080002,113.379997,719.070007,44.566601,144.004303,78.339996,26.845829,70.715164,97.190491
2016-11-15,775.159973,117.199997,113.589996,743.23999,43.779099,143.19899,79.169998,26.914589,72.104958,97.631447
2016-11-16,779.97998,116.339996,115.190002,746.48999,43.584663,144.136902,80.540001,27.002995,71.53553,97.497253
2016-11-17,786.159973,117.790001,115.029999,756.400024,43.672157,143.246368,81.650002,27.317327,71.120529,97.410973
2016-11-18,775.969971,117.019997,115.209999,760.159973,43.186043,142.450546,81.910004,27.199455,69.672829,97.113808
2016-11-21,784.799988,121.769997,117.959999,780,43.594379,143.217941,81.989998,27.238743,71.989136,98.024467
2016-11-22,785,121.470001,118.040001,785.330017,44.459656,144.639038,88.68,27.641479,70.879242,98.628372
2016-11-23,779,120.839996,117.690002,780.119995,44.148544,143.62532,88.860001,27.779001,68.447113,97.324692
2016-11-25,780.22998,120.379997,117.410004,780.369995,44.255493,143.890594,89.18,27.759354,68.611183,97.938194
2016-11-28,785.789978,120.410004,116.93,766.77002,43.992989,143.293747,89.580002,27.690594,71.699608,98.532509
2016-11-29,789.440002,120.870003,117.510002,762.52002,43.808273,143.511627,89.669998,27.857582,71.04332,98.29287
2016-11-30,775.880005,118.419998,117,750.570007,43.565216,142.213699,88.160004,27.562897,69.373642,96.6633
2016-12-01,764.330017,115.099998,117.220001,743.650024,44.148544,143.75798,86.57,27.582544,69.865852,95.630043
2016-12-02,764.460022,115.400002,120.809998,740.340027,43.526325,144.089539,87.760002,26.885122,71.188087,97.146133
2016-12-05,778.219971,117.43,119.160004,759.359985,44.644371,143.786362,88.199997,27.042288,70.300163,97.252365
2016-12-06,776.179993,117.309998,124.57,764.719971,44.7416,143.066345,87.93,26.885122,70.522141,98.06353
2016-12-07,791.469971,117.949997,125.389999,770.419983,46.355484,145.756973,87.839996,27.454845,72.008446,99.280258
2016-12-08,795.169983,118.910004,123.239998,767.330017,46.676315,149.300217,87.120003,27.975454,72.04705,98.642921
2016-12-09,809.450012,119.68,122.879997,768.659973,46.744377,151.299225,87.760002,27.425379,70.570404,100.014168
2016-12-12,807.900024,117.769997,122.830002,760.119995,46.180489,151.896088,86.089996,25.726027,70.309814,101.124687
2016-12-13,815.340027,120.309998,123.779999,774.340027,46.394375,151.365555,86.160004,26.423449,71.332855,102.003441
2016-12-14,817.890015,120.209999,123.440002,768.820007,45.765652,150.626587,84.720001,27.101225,68.640144,100.88327
2016-12-15,815.650024,120.57,125,761,46.496727,151.687653,85.699997,26.904764,66.401039,101.684776
2016-12-16,809.840027,119.870003,124.220001,757.77002,46.077576,151.971893,84.199997,27.238743,66.343124,102.235207
2016-12-19,812.5,119.239998,125.449997,766,45.902119,154.86145,84.269997,27.140514,67.9935,101.791
2016-12-20,815.200012,119.089996,125.120003,771.219971,45.034569,155.240387,85.089996,27.101225,68.167221,101.298508
2016-12-21,812.200012,119.040001,126.5,770.599976,44.410713,154.463516,84.059998,27.248568,67.839073,101.105377
2016-12-22,809.679993,117.400002,125.580002,766.340027,40.336151,153.544571,79.309998,27.25839,68.620834,101.733063
2016-12-23,807.799988,117.269997,125.589996,760.590027,39.741543,153.554031,78.699997,27.209274,69.33503,101.481979
2016-12-27,809.929993,118.010002,128.350006,771.400024,39.955994,153.52562,78.120003,27.346796,70.319466,101.520599
2016-12-28,804.570007,116.919998,125.889999,772.130005,39.556335,152.540329,77.669998,27.169983,72.925316,101.02813
2016-12-29,802.880005,116.349998,125.330002,765.150024,39.839024,152.654022,77.339996,26.993172,76.322586,101.385422
2016-12-30,792.450012,115.050003,123.800003,749.869995,39.614819,151.687653,77.18,26.767246,73.678123,101.037781
2017-01-03,808.01001,116.860001,127.489998,753.669983,39.878006,151.327652,77.449997,27.50396,76.255028,101.057091
2017-01-04,807.77002,118.690002,129.410004,757.179993,41.076981,151.356079,79.449997,27.749531,76.525261,101.250214
2017-01-05,813.02002,120.669998,131.809998,780.450012,40.1217,154.340363,78.059998,27.837938,79.826012,101.115028
2017-01-06,825.210022,123.410004,131.070007,795.98999,39.585583,154.264587,77.089996,28.338903,78.079124,100.970177
2017-01-09,827.179993,124.900002,130.949997,796.919983,39.419865,152.502441,77.139999,28.260321,78.001915,99.907944
2017-01-10,826.01001,124.349998,129.889999,795.900024,39.722046,153.156128,77.959999,28.407661,78.764366,98.469109
2017-01-11,829.859985,126.089996,130.5,799.02002,39.575829,153.042419,77.809998,28.918449,77.567612,98.31459
2017-01-12,829.530029,126.620003,129.179993,813.640015,39.858513,153.355072,77.529999,28.564827,78.928436,98.343567
2017-01-13,830.940002,128.339996,133.699997,817.140015,39.887756,153.345627,77.129997,28.731817,79.044258,98.06353
2017-01-17,827.460022,127.870003,132.889999,809.719971,40.102207,155.193054,79.510002,28.731817,80.530556,98.681549
2017-01-18,829.02002,127.919998,133.259995,807.47998,40.053467,155.62883,77.309998,28.997032,79.517166,99.212669
2017-01-19,824.369995,127.550003,138.410004,809.039978,39.858513,155.088806,76.260002,28.692522,79.275879,98.845703
2017-01-20,828.169983,127.040001,138.600006,808.330017,39.653812,155.600403,76.559998,29.026501,79.999733,99.695496
2017-01-23,844.429993,128.929993,137.389999,817.880005,38.961723,154.435135,75.550003,28.987209,82.856514,100.439064
2017-01-24,849.530029,129.369995,140.110001,822.440002,39.195663,155.060394,76.879997,29.262251,82.026505,101.115028
2017-01-25,858.450012,131.479996,139.520004,836.52002,39.507599,155.505676,76.889999,29.272072,80.665672,101.018448
2017-01-26,856.97998,132.779999,138.960007,839.150024,39.380882,155.439377,76.169998,30.048075,78.465179,100.564606
2017-01-27,845.030029,132.179993,142.449997,835.77002,38.737522,153.53508,74.050003,30.303471,79.391701,99.927261
2017-01-30,823.830017,130.979996,141.220001,830.380005,38.990967,154.662491,75.25,30.431168,79.295197,100.130051
2017-01-31,820.190002,130.320007,140.710007,823.47998,39.332134,155.325653,77.190002,30.460636,81.978256,100.216957
2017-02-01,815.23999,133.229996,140.779999,832.349976,38.786266,153.345627,76.389999,30.686562,81.910698,99.473396
2017-02-02,818.26001,130.839996,139.199997,839.950012,39.029957,159.304733,77.199997,30.607979,82.740715,100.458366
2017-02-03,820.130005,130.979996,140.25,810.200012,39.059204,159.46579,76.690002,30.539219,82.788956,101.501289
2017-02-06,821.619995,132.059998,140.970001,807.640015,38.659546,158.243652,75.120003,30.175774,87.797997,100.979843
2017-02-07,829.22998,131.839996,144,812.5,38.269638,158.707886,75.209999,29.625696,89.708954,101.984138
2017-02-08,829.880005,134.199997,144.740005,819.710022,38.532822,159.990295,76.660004,29.291718,91.62957,102.061386
2017-02-09,830.059998,134.139999,144.139999,821.359985,39.312645,162.403168,79.389999,29.183666,89.641396,102.331764
2017-02-10,834.849976,134.190002,144.820007,827.460022,39.234657,163.391129,78.019997,29.124729,90.18187,102.457306
2017-02-13,838.960022,134.050003,143.199997,836.530029,39.146931,163.353149,77.699997,28.957743,89.573837,102.862885
2017-02-14,840.030029,133.850006,140.820007,836.390015,39.985233,164.939545,79.800003,29.488176,89.75721,103.249153
2017-02-15,837.320007,133.440002,142.270004,842.700012,40.238678,166.240967,78.739998,29.792685,89.197433,103.065689
2017-02-16,842.169983,133.839996,142.009995,844.140015,39.848766,166.953415,78,29.547112,88.502541,104.407959
2017-02-17,846.549988,133.529999,142.220001,845.070007,40.102207,167.057922,80,29.389948,87.99102,104.436928
2017-02-21,849.27002,133.720001,142.600006,856.440002,40.414135,168.083878,79.760002,29.527466,88.087532,105.605377
2017-02-22,851.359985,136.119995,143.860001,855.609985,40.102207,167.6754,78.540001,29.615871,90.066048,105.653671
2017-02-23,851,135.360001,142.779999,852.190002,39.380882,167.048431,77.57,29.468529,91.388283,105.779213
2017-02-24,847.809998,135.440002,143.25,845.23999,40.00473,168.672836,79.410004,29.694454,91.465492,106.05925
2017-02-27,849.669983,136.410004,143.410004,848.640015,40.843037,168.729843,79.559998,29.478352,87.421593,105.518471
2017-02-28,844.929993,135.539993,142.130005,845.039978,39.380882,168.311829,76.68,28.830044,88.512192,106.590363
2017-03-01,856.75,137.419998,142.649994,853.080017,39.692802,168.957825,76.839996,29.331011,88.917542,106.690025
2017-03-02,849.849976,136.759995,139.529999,848.909973,39.585583,169.071808,77.739998,29.183666,86.282738,107.059486
2017-03-03,849.080017,137.169998,139.139999,849.880005,39.224911,161.738205,77.129997,29.419416,87.691833,107.497025
2017-03-06,847.27002,137.419998,141.940002,846.609985,38.640045,158.384888,75.93,29.664986,85.867737,106.592781
2017-03-07,851.150024,137.300003,141.429993,846.02002,38.025936,158.641388,75.220001,29.576582,84.217361,106.291374
2017-03-08,853.640015,137.720001,140.320007,850.5,38.640045,157.919434,75.599998,29.448883,82.566986,106.271935
2017-03-09,857.840027,138.240005,140.529999,853,38.445091,157.472946,75.529999,29.723925,81.32196,105.999687
2017-03-10,861.409973,138.789993,140.889999,852.460022,38.766769,157.092957,75.059998,29.429235,82.132675,106.553894
2017-03-13,864.580017,139.600006,143.520004,854.590027,38.523075,156.314011,74.580002,29.597237,82.316048,106.378899
2017-03-14,865.909973,139.320007,143.190002,852.530029,38.484085,156.969467,74.190002,29.567591,81.254402,106.310822
