Date,GOOGL,FB,NFLX,AMZN,BBBY,COST,DLTR,FOX,Gold,PEP
2016-02-17,731.969971,105.199997,94.760002,534.099976,44.201778,141.731644,80.879997,25.668726,83.510788,93.385338
2016-02-18,717.51001,103.470001,90.489998,525,45.448666,139.6091,79.290001,25.620241,86.490921,93.451004
2016-02-19,722.109985,104.57,89.230003,534.900024,44.936378,139.656067,79.440002,25.882067,87.056274,93.413483
2016-02-22,729.049988,107.160004,91.93,559.5,46.115604,140.933334,81.669998,26.483299,87.0467,93.685516
2016-02-23,717.289978,105.459999,89.120003,552.940002,45.922295,141.215118,81.690002,26.20208,87.937859,93.375961
2016-02-24,720.900024,106.879997,91.610001,554.039978,46.724552,144.511612,81.650002,26.502693,87.228767,93.507278
2016-02-25,729.119995,108.07,94.529999,555.150024,46.627899,145.309921,82.300003,26.55118,86.749641,94.435982
2016-02-26,724.859985,107.919998,94.790001,555.22998,47.352837,140.576431,81.629997,26.376631,85.647667,92.269012
2016-02-29,717.219971,106.919998,93.410004,552.52002,46.347591,140.905167,80.25,26.337837,87.439575,91.762466
2016-03-01,742.169983,109.82,98.300003,579.039978,47.787796,141.365387,82.029999,27.181503,84.095314,92.953812
2016-03-02,739.47998,109.949997,97.610001,580.210022,47.478493,143.497314,78.769997,26.8421,84.909813,92.899498
2016-03-03,731.590027,109.580002,97.93,577.48999,48.957363,142.379684,77.449997,27.152411,86.165115,93.683655
2016-03-04,730.219971,108.389999,101.580002,575.140015,49.604969,141.72226,78.389999,27.142715,87.209595,94.477264
2016-03-07,712.799988,105.730003,95.489998,562.799988,50.349236,139.158295,76.82,27.425449,87.439575,93.768684
2016-03-08,713.530029,105.93,96.230003,560.26001,49.546978,141.769211,75.959999,27.132963,85.034386,94.231613
2016-03-09,725.409973,107.510002,98,559.469971,49.421314,143.741501,76.730003,27.376703,85.599754,94.666214
2016-03-10,732.169983,107.32,97.360001,558.929993,48.425739,143.572433,79.82,27.279209,87.832458,95.21418
2016-03-11,744.869995,109.410004,97.660004,569.609985,48.986355,143.42218,80.019997,27.483948,86.366341,95.714905
2016-03-14,750.23999,109.889999,98.129997,573.369995,48.445068,143.384598,80.959999,27.4352,84.401955,95.09137
2016-03-15,750.570007,110.669998,97.860001,577.02002,47.584812,144.802765,81.18,27.415701,86.011803,95.563744
2016-03-16,757.359985,112.18,99.349998,574.27002,47.961777,144.690079,81.43,27.503447,88.599045,95.261421
2016-03-17,758.47998,111.019997,99.720001,559.440002,47.68148,144.483459,80.419998,27.503447,90.28804,96.243996
2016-03-18,755.409973,111.449997,101.120003,552.080017,48.812374,143.835388,80.019997,27.483948,90.201172,95.696022
2016-03-21,762.159973,111.849998,101.059998,553.97998,48.754383,144.577362,80.459999,27.337706,88.888596,95.932213
